inventory_key,inventory_id,title,description,release_year,language,rental_duration,rental_rate,length,replacement_cost,rating,special_features,catalogy name
536,533,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006.0,English             ,6,4.99,135.0,15.99,NC-17,"{Trailers,""Deleted Scenes""}",Games
537,534,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006.0,English             ,6,4.99,135.0,15.99,NC-17,"{Trailers,""Deleted Scenes""}",Games
538,535,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006.0,English             ,6,4.99,135.0,15.99,NC-17,"{Trailers,""Deleted Scenes""}",Games
539,536,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006.0,English             ,6,4.99,135.0,15.99,NC-17,"{Trailers,""Deleted Scenes""}",Games
540,537,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006.0,English             ,6,4.99,135.0,15.99,NC-17,"{Trailers,""Deleted Scenes""}",Games
541,538,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
542,539,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
543,540,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
544,541,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
545,542,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
546,543,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006.0,English             ,7,0.99,85.0,26.99,R,"{Trailers,""Deleted Scenes""}",Animation
547,544,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
548,545,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
549,546,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
550,547,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
551,548,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
552,549,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
553,550,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006.0,English             ,6,0.99,176.0,22.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
554,551,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006.0,English             ,3,4.99,92.0,16.99,NC-17,"{Commentaries,""Deleted Scenes""}",Sports
555,552,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006.0,English             ,3,4.99,92.0,16.99,NC-17,"{Commentaries,""Deleted Scenes""}",Sports
556,553,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006.0,English             ,3,4.99,92.0,16.99,NC-17,"{Commentaries,""Deleted Scenes""}",Sports
557,554,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
558,555,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
559,556,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
560,557,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
561,558,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
562,559,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006.0,English             ,4,2.99,151.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Animation
563,560,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
564,561,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
565,562,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
566,563,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
567,564,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
568,565,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
569,566,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006.0,English             ,7,0.99,114.0,11.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Horror
570,567,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006.0,English             ,6,4.99,85.0,22.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel
571,568,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006.0,English             ,6,4.99,85.0,22.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel
572,569,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006.0,English             ,6,4.99,85.0,22.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel
573,570,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006.0,English             ,6,4.99,85.0,22.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel
574,571,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006.0,English             ,6,4.99,85.0,22.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel
575,572,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,2006.0,English             ,3,4.99,163.0,16.99,PG-13,{Trailers},Children
576,573,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,2006.0,English             ,3,4.99,163.0,16.99,PG-13,{Trailers},Children
577,574,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,2006.0,English             ,3,4.99,163.0,16.99,PG-13,{Trailers},Children
578,575,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,2006.0,English             ,5,2.99,61.0,19.99,NC-17,"{Commentaries,""Behind the Scenes""}",Travel
579,576,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,2006.0,English             ,5,2.99,61.0,19.99,NC-17,"{Commentaries,""Behind the Scenes""}",Travel
580,577,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006.0,English             ,3,4.99,179.0,16.99,G,{Trailers},Action
581,578,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006.0,English             ,3,4.99,179.0,16.99,G,{Trailers},Action
582,579,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006.0,English             ,3,4.99,179.0,16.99,G,{Trailers},Action
583,580,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
584,581,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
585,582,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
586,583,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
587,584,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
588,585,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
589,586,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
590,587,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006.0,English             ,5,4.99,112.0,14.99,G,"{Commentaries,""Deleted Scenes""}",Comedy
591,588,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
592,589,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
593,590,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
594,591,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
595,592,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
596,593,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006.0,English             ,3,2.99,179.0,16.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary
597,594,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
598,595,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
599,596,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
600,597,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
601,598,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
602,599,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006.0,English             ,7,0.99,110.0,24.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Action
603,600,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
604,601,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
605,602,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
606,603,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
607,604,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
608,605,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006.0,English             ,5,4.99,152.0,12.99,PG,"{""Deleted Scenes""}",Classics
609,606,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
610,607,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
611,608,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
612,609,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
613,610,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
614,611,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006.0,English             ,6,0.99,114.0,25.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi
615,612,CHAMBER ITALIAN,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,2006.0,English             ,7,4.99,117.0,14.99,NC-17,{Trailers},Music
616,613,CHAMBER ITALIAN,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,2006.0,English             ,7,4.99,117.0,14.99,NC-17,{Trailers},Music
617,614,CHAMBER ITALIAN,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,2006.0,English             ,7,4.99,117.0,14.99,NC-17,{Trailers},Music
